Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000074203	G430095P16Rik	8
ENSMUSG00000062272	Olfr1129	2
ENSMUSG00000091955	Gm9844	7
ENSMUSG00000026971	Itgb6	2
ENSMUSG00000030763	Lcmt1	7
ENSMUSG00000001911	Nfix	8
ENSMUSG00000073207	Ccdc160	X
ENSMUSG00000034796	Cpne7	8
ENSMUSG00000057406	Nsd2	5
ENSMUSG00000062732	Lypd4	7
ENSMUSG00000062931	Zfp938	10
ENSMUSG00000056863	Olfr702	7
ENSMUSG00000031377	Bmx	X
ENSMUSG00000059874	Olfr603	7
ENSMUSG00000026500	Cox20	1
ENSMUSG00000017830	Dhx58	11
ENSMUSG00000022683	Pla2g10	16
ENSMUSG00000069919	Hba-a1	11
ENSMUSG00000049214	Skint7	4
ENSMUSG00000004631	Sgce	6
ENSMUSG00000042477	Tfap2e	4
ENSMUSG00000058976	Usp17lc	7
ENSMUSG00000022309	Angpt1	15
ENSMUSG00000031860	Pbx4	8
ENSMUSG00000109659	Olfr605	7
ENSMUSG00000038697	Taf5l	8
ENSMUSG00000033501	Crygs	16
ENSMUSG00000101155	Sly	Y
ENSMUSG00000050545	Fam228b	12
ENSMUSG00000002984	Tomm40	7
ENSMUSG00000094861	Gm5072	X
ENSMUSG00000044452	Zfp507	7
ENSMUSG00000066900	Suds3	5
ENSMUSG00000035615	Frmpd1	4
ENSMUSG00000035831	Krt25	11
ENSMUSG00000096072	Gm8914	X
ENSMUSG00000073901	Olfr703	7
ENSMUSG00000073949	Olfr606	7
ENSMUSG00000050813	Olfr332	11
ENSMUSG00000028701	Lurap1	4
ENSMUSG00000038583	Pln	10
ENSMUSG00000011486	Slc25a41	17
ENSMUSG00000073900	Olfr704	7
ENSMUSG00000014198	Zfp385c	11
ENSMUSG00000052613	Pcdh15	10
ENSMUSG00000048747	E130114P18Rik	4
ENSMUSG00000061410	Zcchc14	8
ENSMUSG00000081945	Olfr607	7
ENSMUSG00000036934	4921524J17Rik	8
ENSMUSG00000041730	Prrxl1	14
ENSMUSG00000073948	Olfr608	7
ENSMUSG00000068663	Clec16a	16
ENSMUSG00000014195	Dnajc7	11
ENSMUSG00000033543	Gtf2a2	9
ENSMUSG00000063672	Nkx6-3	8
ENSMUSG00000031483	Erlin2	8
ENSMUSG00000040599	Mis12	11
ENSMUSG00000038594	Cep85l	10
ENSMUSG00000031174	Rpgr	X
ENSMUSG00000058267	Mrps14	1
ENSMUSG00000020639	Pfn4	12
ENSMUSG00000029275	Gfi1	5
ENSMUSG00000079476	1700011M02Rik	X
ENSMUSG00000075296	Aldh3b2	19
ENSMUSG00000042035	Igsf3	3
ENSMUSG00000073063	Hbq1b	11
ENSMUSG00000024181	Mrpl28	17
ENSMUSG00000073399	Trim40	17
ENSMUSG00000051502	Ufsp1	5
ENSMUSG00000058571	Gpc6	14
ENSMUSG00000092335	Zfp977	7
ENSMUSG00000072726	Gm5797	14
ENSMUSG00000026301	Iqca	1
ENSMUSG00000028906	Epb41	4
ENSMUSG00000109745	1700018G05Rik	X
ENSMUSG00000047898	Ccr4	9
ENSMUSG00000066406	Akap13	7
ENSMUSG00000014444	Piezo1	8
ENSMUSG00000044006	Cilp2	8
ENSMUSG00000092322	Esp36	17
ENSMUSG00000026781	Acbd5	2
ENSMUSG00000035505	Cox18	5
ENSMUSG00000092511	Gm20547	17
ENSMUSG00000069917	Hba-a2	11
ENSMUSG00000046886	Zfp474	18
ENSMUSG00000018442	Derl2	11
ENSMUSG00000085111	Ascl4	10
ENSMUSG00000020525	Ppm1d	11
ENSMUSG00000074158	Zfp976	7
ENSMUSG00000043252	Tmem64	4
ENSMUSG00000011349	Dmrtc2	7
ENSMUSG00000000617	Grm6	11
ENSMUSG00000057173	Rfx8	1
ENSMUSG00000062510	Nsl1	1
ENSMUSG00000068762	Gstm6	3
ENSMUSG00000001783	Rtcb	10
ENSMUSG00000028741	Mrto4	4
ENSMUSG00000009670	Tex11	X
ENSMUSG00000070509	Rgma	7
ENSMUSG00000049565	Aknad1	3
ENSMUSG00000020295	Hbq1a	11
ENSMUSG00000020659	Cbll1	12
ENSMUSG00000021148	Gm9745	13
ENSMUSG00000028926	Cdk14	5
ENSMUSG00000073952	Olfr597	7
ENSMUSG00000049823	Zbtb12	17
ENSMUSG00000058807	Olfr331	11
ENSMUSG00000031966	Glb1l3	9
ENSMUSG00000010066	Cacna2d2	9
ENSMUSG00000026202	Tuba4a	1
ENSMUSG00000020866	Cacna1g	11
ENSMUSG00000024371	C2	17
ENSMUSG00000056004	9330182L06Rik	5
ENSMUSG00000057805	1700084M14Rik	X
ENSMUSG00000048764	Tmprss11f	5
ENSMUSG00000027748	Trpc4	3
ENSMUSG00000022332	Khdrbs3	15
ENSMUSG00000032330	Cox7a2	9
ENSMUSG00000050818	Olfr330	11
ENSMUSG00000020695	Mrc2	11
ENSMUSG00000056870	Gulp1	1
ENSMUSG00000038148	Cldn16	16
ENSMUSG00000090356	Teddm3	16
ENSMUSG00000034923	Ly6g6f	17
ENSMUSG00000017837	Nkiras2	11
ENSMUSG00000029414	Kntc1	5
ENSMUSG00000042510	AA986860	1
ENSMUSG00000025255	Zfhx4	3
ENSMUSG00000003279	Dlgap1	17
ENSMUSG00000026201	Stk16	1
ENSMUSG00000026875	Traf1	2
ENSMUSG00000064129	Gm14781	X
ENSMUSG00000029163	Emilin1	5
ENSMUSG00000026833	Olfm1	2
ENSMUSG00000029209	Gnpda2	5
ENSMUSG00000096650	Gm20896	Y
ENSMUSG00000030849	Fgfr2	7
ENSMUSG00000064252	Olfr329-ps	11
ENSMUSG00000041828	Abca8a	11
ENSMUSG00000052934	Fbxo31	8
ENSMUSG00000046329	Slc25a23	17
ENSMUSG00000022157	Mcpt8	14
ENSMUSG00000028646	Rragc	4
ENSMUSG00000047654	Tssk6	8
ENSMUSG00000036199	Ndufa13	8
ENSMUSG00000010392	Gosr1	11
ENSMUSG00000035948	Acss3	10
ENSMUSG00000034714	Ttyh2	11
ENSMUSG00000053483	Usp21	1
ENSMUSG00000030942	Thumpd1	7
ENSMUSG00000091937	Gm3646	1
ENSMUSG00000040111	Gramd1b	9
ENSMUSG00000020848	Doc2b	11
ENSMUSG00000048967	Yjefn3	8
ENSMUSG00000026630	Batf3	1
ENSMUSG00000046258	Adam29	8
ENSMUSG00000091676	Gm8374	14
ENSMUSG00000026425	Srgap2	1
ENSMUSG00000006585	Cdt1	8
ENSMUSG00000044279	Crb3	17
ENSMUSG00000033520	Idi2	13
ENSMUSG00000020273	Papolg	11
ENSMUSG00000037692	Ahdc1	4
ENSMUSG00000027952	Pmvk	3
ENSMUSG00000025478	Dpysl4	7
ENSMUSG00000020464	Pnpt1	11
ENSMUSG00000031666	Rbl2	8
ENSMUSG00000051998	Lax1	1
ENSMUSG00000001036	Epn2	11
ENSMUSG00000032036	Kirrel3	9
ENSMUSG00000026415	Fcamr	1
ENSMUSG00000045655	Fam216b	14
ENSMUSG00000039220	Ppp1r10	17
ENSMUSG00000028833	Ncdn	4
ENSMUSG00000029088	Kcnip4	5
ENSMUSG00000036990	Otud4	8
ENSMUSG00000099550	Gm28079	Y
ENSMUSG00000029064	Gnb1	4
ENSMUSG00000053825	Ppfia2	10
ENSMUSG00000036867	Smad6	9
ENSMUSG00000073951	Olfr598	7
ENSMUSG00000029208	Guf1	5
ENSMUSG00000023805	Synj2	17
ENSMUSG00000031962	Cdh15	8
ENSMUSG00000073950	Olfr599	7
ENSMUSG00000028399	Ptprd	4
ENSMUSG00000038582	Pptc7	5
ENSMUSG00000035325	Sec31a	5
ENSMUSG00000047369	Dnah14	1
ENSMUSG00000045540	Olfr600	7
ENSMUSG00000031379	Pir	X
ENSMUSG00000042812	Foxf1	8
ENSMUSG00000089773	Skint1	4
ENSMUSG00000109058	Olfr705	7
ENSMUSG00000040220	Gas8	8
ENSMUSG00000028789	Azin2	4
ENSMUSG00000046909	Tefm	11
ENSMUSG00000022112	Gpc5	14
ENSMUSG00000040314	Ctsg	14
ENSMUSG00000037905	Bri3bp	5
ENSMUSG00000038569	Rad9b	5
ENSMUSG00000063931	Pepd	7
ENSMUSG00000004880	Lbr	1
ENSMUSG00000096122	Gm21943	Y
ENSMUSG00000008429	Herpud2	9
ENSMUSG00000032328	Tmem30a	9
ENSMUSG00000035776	Cd99l2	X
ENSMUSG00000109354	Olfr706	7
ENSMUSG00000022156	Gzme	14
ENSMUSG00000029630	Cyp3a25	5
ENSMUSG00000046108	Il17c	8
ENSMUSG00000021037	Ahsa1	12
ENSMUSG00000029089	5730480H06Rik	5
ENSMUSG00000044155	Lsm8	6
ENSMUSG00000051920	Rspo2	15
ENSMUSG00000031667	Aktip	8
ENSMUSG00000031809	1700018B08Rik	8
ENSMUSG00000039194	Rlbp1	7
ENSMUSG00000096316	Faiml	9
ENSMUSG00000024182	Axin1	17
ENSMUSG00000061028	Clasrp	7
ENSMUSG00000090981	Olfr718-ps1	5
ENSMUSG00000069390	Olfr707	7
ENSMUSG00000046396	Olfr609	7
ENSMUSG00000090125	Pou3f1	4
ENSMUSG00000028671	Gale	4
ENSMUSG00000021791	Dydc2	14
ENSMUSG00000074037	Mc1r	8
ENSMUSG00000038257	Glra3	8
ENSMUSG00000114212	Gm47985	1
ENSMUSG00000040711	Sh3pxd2b	11
ENSMUSG00000114943	Gm8947	1
ENSMUSG00000019478	Rab4a	8
ENSMUSG00000050108	Bpifc	10
ENSMUSG00000048416	Mlf1	3
ENSMUSG00000073899	Olfr1532-ps1	7
ENSMUSG00000015093	Clic3	2
ENSMUSG00000033161	Atp1a1	3
ENSMUSG00000044024	Rell2	18
ENSMUSG00000062553	Olfr709-ps1	7
ENSMUSG00000035486	Plk5	10
ENSMUSG00000030541	Idh2	7
ENSMUSG00000045581	Olfr710	7
ENSMUSG00000061392	Mageb5	X
ENSMUSG00000033257	Ttll4	1
ENSMUSG00000040659	Efhd2	4
ENSMUSG00000051038	Rhox11	X
ENSMUSG00000020545	Lrrc72	12
ENSMUSG00000114694	Gm47995	1
ENSMUSG00000069727	Zfp975	7
ENSMUSG00000114582	3110040M04Rik	1
ENSMUSG00000062480	Acat3	17
ENSMUSG00000022586	Ly6i	15
ENSMUSG00000114591	Gm47996	1
ENSMUSG00000057654	Olfr328	11
ENSMUSG00000014470	Rnf166	8
ENSMUSG00000027068	Dhrs9	2
ENSMUSG00000032968	Inha	1
ENSMUSG00000071766	Rhox12	X
ENSMUSG00000044881	Coa4	7
ENSMUSG00000059205	Olfr1130	2
ENSMUSG00000092244	Esp34	17
ENSMUSG00000062646	Ganc	2
ENSMUSG00000026662	Sephs1	2
ENSMUSG00000058063	Trim31	17
ENSMUSG00000047617	Paxx	2
ENSMUSG00000005917	Otx1	11
ENSMUSG00000005373	Mlxipl	5
ENSMUSG00000031974	Abcb10	8
ENSMUSG00000003437	Paf1	7
ENSMUSG00000044949	Ubtd2	11
ENSMUSG00000115232	Gm49378	14
ENSMUSG00000036647	Olfr6	7
ENSMUSG00000047161	Chst9	18
ENSMUSG00000091594	Gm17067	7
ENSMUSG00000068039	Tcp1	17
ENSMUSG00000014226	Cacybp	1
ENSMUSG00000092342	Esp31	17
ENSMUSG00000002319	Ipo4	14
ENSMUSG00000046138	9930021J03Rik	19
ENSMUSG00000035262	Amh	10
ENSMUSG00000045180	Shroom2	X
ENSMUSG00000044581	4932415D10Rik	10
ENSMUSG00000031818	Cox4i1	8
ENSMUSG00000058318	Phf21a	2
ENSMUSG00000050197	Rhox13	X
ENSMUSG00000023150	Ivns1abp	1
ENSMUSG00000096345	Esp16	17
ENSMUSG00000029482	Aacs	5
ENSMUSG00000078627	March10	11
ENSMUSG00000056267	Cep70	9
ENSMUSG00000001349	Cnn1	9
ENSMUSG00000029545	Acads	5
ENSMUSG00000079644	Gm1110	9
ENSMUSG00000038524	Fchsd1	18
ENSMUSG00000036492	Rnf39	17
ENSMUSG00000024532	1700034E13Rik	18
ENSMUSG00000044056	Efcab9	11
ENSMUSG00000021963	Sap18	14
ENSMUSG00000030752	Kdm8	7
ENSMUSG00000011114	Tbrg1	9
ENSMUSG00000046378	Asphd1	7
ENSMUSG00000002010	Idh3g	X
ENSMUSG00000091926	Vmn2r62	7
ENSMUSG00000025626	Phf6	X
ENSMUSG00000061022	Vmn1r222	13
ENSMUSG00000045268	Zfp691	4
ENSMUSG00000090084	Srpx	X
ENSMUSG00000063077	Kif1b	4
ENSMUSG00000038264	Sema7a	9
ENSMUSG00000036875	Dna2	10
ENSMUSG00000010660	Plcd1	9
ENSMUSG00000021217	Tshz3	7
ENSMUSG00000089762	Ier5l	2
ENSMUSG00000030685	Kctd13	7
ENSMUSG00000001095	Slc13a2	11
ENSMUSG00000092225	Gm2381	7
ENSMUSG00000058594	Fbxo18	2
ENSMUSG00000021965	Ska3	14
ENSMUSG00000029517	Ankrd7	6
ENSMUSG00000054206	Gzmm	10
ENSMUSG00000022240	Ctnnd2	15
ENSMUSG00000056508	1700001K19Rik	12
ENSMUSG00000000296	Tpd52l1	10
ENSMUSG00000001942	Siae	9
ENSMUSG00000029063	Nadk	4
ENSMUSG00000030683	Sez6l2	7
ENSMUSG00000000739	Sult5a1	8
ENSMUSG00000044337	Ackr3	1
ENSMUSG00000091017	Fam71a	1
ENSMUSG00000036398	Ppp1r11	17
ENSMUSG00000035829	Ppp1r26	2
ENSMUSG00000035861	Tmprss11b	5
ENSMUSG00000057388	Mrpl18	17
ENSMUSG00000059256	Gzmd	14
ENSMUSG00000026628	Atf3	1
ENSMUSG00000079484	Phyhd1	2
ENSMUSG00000073427	Gm4924	10
ENSMUSG00000014329	Bicc1	10
ENSMUSG00000027552	E2f5	3
ENSMUSG00000101399	Gm28961	Y
ENSMUSG00000025333	Gpr143	X
ENSMUSG00000021771	Vdac2	14
ENSMUSG00000032226	Gcnt3	9
ENSMUSG00000015013	Trappc2l	8
ENSMUSG00000069280	Vmn1r223	13
ENSMUSG00000047363	Cstad	2
ENSMUSG00000031158	Timm17b	X
ENSMUSG00000002320	Tm9sf1	14
ENSMUSG00000026034	Clk1	1
ENSMUSG00000061898	Rbak	5
ENSMUSG00000052854	Nrk	X
ENSMUSG00000040263	Klhdc4	8
ENSMUSG00000031485	Plpbp	8
ENSMUSG00000026831	1700007K13Rik	2
ENSMUSG00000004462	Tbccd1	16
ENSMUSG00000078784	1810022K09Rik	3
ENSMUSG00000091972	Tmem207	16
ENSMUSG00000004837	Grap	11
ENSMUSG00000026439	Rbbp5	1
ENSMUSG00000059279	Olfr224	11
ENSMUSG00000036180	Gatad2a	8
ENSMUSG00000026566	Mpzl1	1
ENSMUSG00000042371	Slc5a10	11
ENSMUSG00000047674	Pdha2	3
ENSMUSG00000071540	3425401B19Rik	14
ENSMUSG00000054263	Lifr	15
ENSMUSG00000012350	Ehf	2
ENSMUSG00000001948	Spa17	9
ENSMUSG00000019832	Rab32	10
ENSMUSG00000002980	Bcam	7
ENSMUSG00000007036	Abhd16a	17
ENSMUSG00000020216	Jsrp1	10
ENSMUSG00000026080	Chst10	1
ENSMUSG00000021790	Dydc1	14
ENSMUSG00000039278	Pcsk1n	X
ENSMUSG00000006517	Mvd	8
ENSMUSG00000031160	Eras	X
ENSMUSG00000037344	Slc12a9	5
ENSMUSG00000056201	Cfl1	19
ENSMUSG00000068819	Olfr1131	2
ENSMUSG00000022015	Tnfsf11	14
ENSMUSG00000032401	Lctl	9
ENSMUSG00000079259	Trim71	9
ENSMUSG00000042377	Fam83g	11
ENSMUSG00000042269	Fam92b	8
ENSMUSG00000030852	Tacc2	7
ENSMUSG00000028222	Calb1	4
ENSMUSG00000059921	Unc5c	3
ENSMUSG00000020841	Cpd	11
ENSMUSG00000068818	Olfr1132	2
ENSMUSG00000002814	Top3a	11
ENSMUSG00000062162	Mageb1	X
ENSMUSG00000021773	Comtd1	14
ENSMUSG00000096094	A630095N17Rik	1
ENSMUSG00000020709	Adap2	11
ENSMUSG00000031380	Vegfd	X
ENSMUSG00000034911	Ushbp1	8
ENSMUSG00000029162	Khk	5
ENSMUSG00000028431	Ikbkap	4
ENSMUSG00000031700	Gpt2	8
ENSMUSG00000025318	Jph3	8
ENSMUSG00000020017	Hal	10
ENSMUSG00000019842	Traf3ip2	10
ENSMUSG00000037708	Spag6	2
ENSMUSG00000021918	Nek4	14
ENSMUSG00000045584	Olfr610	7
ENSMUSG00000075419	Dolk	2
ENSMUSG00000030750	Nsmce1	7
ENSMUSG00000033208	S100b	10
ENSMUSG00000032400	Zwilch	9
ENSMUSG00000022674	Ube2v2	16
ENSMUSG00000098794	Gm28038	2
ENSMUSG00000039715	Wdr34	2
ENSMUSG00000028487	Bnc2	4
ENSMUSG00000099041	Gm28035	2
ENSMUSG00000020231	Dip2a	10
ENSMUSG00000031545	Gpat4	8
ENSMUSG00000075155	Olfr1133	2
ENSMUSG00000100937	1700020D05Rik	19
ENSMUSG00000022336	Eif3e	15
ENSMUSG00000028464	Tpm2	4
ENSMUSG00000007476	Lrrc8a	2
ENSMUSG00000032076	Cadm1	9
ENSMUSG00000001065	Zfp276	8
ENSMUSG00000022526	Zfp251	15
ENSMUSG00000040003	Magi2	5
ENSMUSG00000111747	Olfr1134	2
ENSMUSG00000090751	Vmn2r63	7
ENSMUSG00000040811	Eml2	7
ENSMUSG00000040374	Pex2	3
ENSMUSG00000019843	Fyn	10
ENSMUSG00000052533	Nup188	2
ENSMUSG00000025433	Crisp3	17
ENSMUSG00000001786	Fbxo7	10
ENSMUSG00000026417	Pigr	1
ENSMUSG00000029784	Ssmem1	6
ENSMUSG00000099530	Gm29644	Y
ENSMUSG00000035203	Epn1	7
ENSMUSG00000039952	Dag1	9
ENSMUSG00000046351	Zfp322a	13
ENSMUSG00000094052	Gm21118	Y
ENSMUSG00000096584	Olfr611	7
ENSMUSG00000101725	Gm29423	Y
ENSMUSG00000090247	Bloc1s1	10
ENSMUSG00000094119	Olfr612	7
ENSMUSG00000000794	Kcnn3	3
ENSMUSG00000045502	Hcar2	5
ENSMUSG00000032067	Pts	9
ENSMUSG00000051435	Fhad1	4
ENSMUSG00000025350	Rdh5	10
ENSMUSG00000022129	Dct	14
ENSMUSG00000028940	Hes2	4
ENSMUSG00000031822	Gse1	8
ENSMUSG00000020463	Ppp4r3b	11
ENSMUSG00000020847	Rph3al	11
ENSMUSG00000028907	Utp11	4
ENSMUSG00000033809	Alg3	16
ENSMUSG00000034706	Dnaic2	11
ENSMUSG00000025162	Csnk1d	11
ENSMUSG00000037474	Dtl	1
ENSMUSG00000031613	Hpgd	8
ENSMUSG00000054312	Mrps21	3
ENSMUSG00000021282	Eif5	12
ENSMUSG00000030704	Rab6a	7
ENSMUSG00000047544	Olfr616	7
ENSMUSG00000047696	Ccdc144b	3
ENSMUSG00000073947	Olfr615	7
ENSMUSG00000024867	Pip5k1b	19
ENSMUSG00000078624	Olfr613	7
ENSMUSG00000027882	Stxbp3	3
ENSMUSG00000003813	Rad23a	8
ENSMUSG00000049241	Hcar1	5
ENSMUSG00000031546	Gins4	8
ENSMUSG00000069565	Dazap1	10
ENSMUSG00000040284	Gzmg	14
ENSMUSG00000034708	Grn	11
ENSMUSG00000027708	Dcun1d1	3
ENSMUSG00000031297	Slc7a3	X
ENSMUSG00000038827	Fam206a	4
ENSMUSG00000028937	Acot7	4
ENSMUSG00000045518	Onecut3	10
ENSMUSG00000032323	Cyp11a1	9
ENSMUSG00000033751	Gadd45gip1	8
ENSMUSG00000027774	Gfm1	3
ENSMUSG00000061292	Cyp3a59	5
ENSMUSG00000041313	Slc7a1	5
ENSMUSG00000028223	Decr1	4
ENSMUSG00000000290	Itgb2	10
ENSMUSG00000030577	Cd22	7
ENSMUSG00000050671	Ism2	12
ENSMUSG00000030706	Mrpl48	7
ENSMUSG00000082229	Nap1l2	X
ENSMUSG00000015443	Gzmn	14
ENSMUSG00000019848	Popdc3	10
ENSMUSG00000055010	A830031A19Rik	11
ENSMUSG00000024186	Rgs11	17
ENSMUSG00000030981	Mmp21	7
ENSMUSG00000047557	Lxn	3
ENSMUSG00000062312	Erbb2	11
ENSMUSG00000091528	Gm9268	7
ENSMUSG00000048047	Zbtb33	X
ENSMUSG00000037364	Srrt	5
ENSMUSG00000011306	Sugp1	8
ENSMUSG00000020651	Slc26a4	12
ENSMUSG00000015441	Gzmf	14
ENSMUSG00000036502	Tmem255a	X
ENSMUSG00000104752	Gm5565	5
ENSMUSG00000073946	Olfr617	7
ENSMUSG00000048960	Prex2	1
ENSMUSG00000020956	Dtd2	12
ENSMUSG00000105867	Gm42517	5
ENSMUSG00000077450	Rab11b	17
ENSMUSG00000056216	Cebpg	7
ENSMUSG00000079355	Ackr4	9
ENSMUSG00000096798	Gm6309	5
ENSMUSG00000034685	Fam171a2	11
ENSMUSG00000103034	Gm8797	3
ENSMUSG00000094782	Gm21256	Y
ENSMUSG00000030451	Herc2	7
ENSMUSG00000025431	Crisp1	17
ENSMUSG00000033669	Zfp7	15
ENSMUSG00000079316	Rab9	X
ENSMUSG00000015341	Golga7	8
ENSMUSG00000062778	Chia1	3
ENSMUSG00000032224	Fam81a	9
ENSMUSG00000048528	Nkx1-2	7
ENSMUSG00000090150	Acad11	9
ENSMUSG00000027709	Mccc1	3
ENSMUSG00000040231	Syngr4	7
ENSMUSG00000099418	Gm6657	12
ENSMUSG00000000743	Chmp1a	8
ENSMUSG00000075153	Olfr1135	2
ENSMUSG00000031701	Dnaja2	8
ENSMUSG00000022041	Chrna2	14
ENSMUSG00000068877	Selenbp2	3
ENSMUSG00000041731	Pgm5	19
ENSMUSG00000109713	Pvrig	5
ENSMUSG00000022016	Akap11	14
ENSMUSG00000037798	Mat1a	14
ENSMUSG00000035851	Ythdc1	5
ENSMUSG00000064194	Zfp936	7
ENSMUSG00000055041	Commd5	15
ENSMUSG00000028861	Mrps15	4
ENSMUSG00000031197	Vbp1	X
ENSMUSG00000075151	Olfr1136	2
ENSMUSG00000022673	Mcm4	16
ENSMUSG00000024184	Pdia2	17
ENSMUSG00000116024	AC157554.2	15
ENSMUSG00000073396	Esp1	17
ENSMUSG00000053783	1700016K19Rik	11
ENSMUSG00000029147	Ppm1g	5
ENSMUSG00000031812	Map1lc3b	8
ENSMUSG00000003762	Coq8b	7
ENSMUSG00000024268	Celf4	18
ENSMUSG00000029195	Klb	5
ENSMUSG00000067604	Nms	1
ENSMUSG00000024640	Psat1	19
ENSMUSG00000009551	6330409D20Rik	2
ENSMUSG00000002580	Mien1	11
ENSMUSG00000073945	Olfr618	7
ENSMUSG00000059013	Sh2d3c	2
ENSMUSG00000004460	Dnajb11	16
ENSMUSG00000001642	Akr1b3	6
ENSMUSG00000032065	Tex12	9
ENSMUSG00000038543	BC028528	3
ENSMUSG00000101152	Gm28305	9
ENSMUSG00000015659	Serac1	17
ENSMUSG00000026275	Ppp1r7	1
ENSMUSG00000020846	Rflnb	11
ENSMUSG00000032557	Uba5	9
ENSMUSG00000073433	Arhgdig	17
ENSMUSG00000040723	Rcsd1	1
ENSMUSG00000048728	Zfp454	11
ENSMUSG00000039217	Il18	9
ENSMUSG00000006589	Aprt	8
ENSMUSG00000037361	Sf3b6	12
ENSMUSG00000025945	Crygf	1
ENSMUSG00000036169	Sostdc1	12
ENSMUSG00000048827	Pkd1l3	8
ENSMUSG00000001833	Sept7	9
ENSMUSG00000040472	Rabggta	14
ENSMUSG00000048174	Tmem81	1
ENSMUSG00000074909	Ranbp6	19
ENSMUSG00000040813	Tex264	9
ENSMUSG00000047454	Gphn	12
ENSMUSG00000034898	Filip1	9
ENSMUSG00000038550	Ciart	3
ENSMUSG00000032066	Bco2	9
ENSMUSG00000074657	Kif5a	10
ENSMUSG00000069118	1700008P02Rik	3
ENSMUSG00000063160	Numbl	7
ENSMUSG00000005958	Ephb3	16
ENSMUSG00000030748	Il4ra	7
ENSMUSG00000024925	Rnaseh2c	19
ENSMUSG00000022868	Ahsg	16
ENSMUSG00000020272	Stk10	11
ENSMUSG00000031969	Acad8	9
ENSMUSG00000115219	Eef1akmt4	16
ENSMUSG00000025207	Sema4g	19
ENSMUSG00000026274	Pask	1
ENSMUSG00000023284	Zfp605	5
ENSMUSG00000025317	Car5a	8
ENSMUSG00000020744	Slc25a19	11
ENSMUSG00000035201	B020004J07Rik	4
ENSMUSG00000032558	Nphp3	9
ENSMUSG00000095629	Vmn1r89	7
ENSMUSG00000026463	Atp2b4	1
ENSMUSG00000046613	Vwa5b2	16
ENSMUSG00000042302	Ehbp1	11
ENSMUSG00000003974	Grm3	5
ENSMUSG00000073944	Olfr619	7
ENSMUSG00000010154	Spire2	8
ENSMUSG00000059439	Bcas3	11
ENSMUSG00000025154	Arhgap19	19
ENSMUSG00000035191	Rfpl4	7
ENSMUSG00000046133	C130073F10Rik	4
ENSMUSG00000040525	Cblc	7
ENSMUSG00000079186	Gzmc	14
ENSMUSG00000040952	Rps19	7
ENSMUSG00000000861	Bcl11a	11
ENSMUSG00000031820	Babam1	8
ENSMUSG00000031326	Cdx4	X
ENSMUSG00000023106	Denr	5
ENSMUSG00000021737	Psmd6	14
ENSMUSG00000035451	Foxa1	12
ENSMUSG00000095040	1700001J03Rik	5
ENSMUSG00000028292	Rars2	4
ENSMUSG00000096626	Gm21861	Y
ENSMUSG00000026737	Pip4k2a	2
ENSMUSG00000022360	Atad2	15
ENSMUSG00000043923	Ccdc84	9
ENSMUSG00000056167	Cnot10	9
ENSMUSG00000028136	Snx27	3
ENSMUSG00000019806	Aig1	10
ENSMUSG00000031970	Dbndd1	8
ENSMUSG00000021003	Galc	12
ENSMUSG00000034205	Loxl2	14
ENSMUSG00000038215	Cep44	8
ENSMUSG00000007908	Hmgcll1	9
ENSMUSG00000027499	Pkia	3
ENSMUSG00000075150	Olfr1137	2
ENSMUSG00000038762	Abcf1	17
ENSMUSG00000024869	Nudt8	19
ENSMUSG00000061882	Ccdc62	5
ENSMUSG00000110949	Nudt8	19
ENSMUSG00000054537	Tmprss11e	5
ENSMUSG00000028224	Nbn	4
ENSMUSG00000075602	Ly6a	15
ENSMUSG00000024871	Doc2g	19
ENSMUSG00000020673	Tpo	12
ENSMUSG00000025316	Banp	8
ENSMUSG00000036151	Tm6sf2	8
ENSMUSG00000045013	Olfr711	7
ENSMUSG00000018509	Cenpv	11
ENSMUSG00000024534	Sncaip	18
ENSMUSG00000105875	Gm43518	5
ENSMUSG00000025630	Hprt	X
ENSMUSG00000048062	Fpr-rs4	17
ENSMUSG00000090264	Eif4ebp3	18
ENSMUSG00000021270	Hsp90aa1	12
ENSMUSG00000055960	Skint4	4
ENSMUSG00000026078	Pdcl3	1
ENSMUSG00000020635	Fkbp1b	12
ENSMUSG00000060747	Ifnl3	7
ENSMUSG00000029161	Cgref1	5
ENSMUSG00000031548	Sfrp1	8
ENSMUSG00000050762	Prss27	17
ENSMUSG00000066828	Vmn2r37	7
ENSMUSG00000043099	Hic1	11
ENSMUSG00000024483	Ankhd1	18
ENSMUSG00000075149	Olfr1138	2
ENSMUSG00000022842	Ece2	16
ENSMUSG00000101933	Gm20835	Y
ENSMUSG00000060791	Gmfg	7
ENSMUSG00000045132	Olfr620	7
ENSMUSG00000032602	Slc25a20	9
ENSMUSG00000024810	Il33	19
ENSMUSG00000091617	Gm3752	14
ENSMUSG00000083649	Rasl2-9	7
ENSMUSG00000040138	Ndp	X
ENSMUSG00000026112	Coa5	1
ENSMUSG00000032179	Bmp5	9
ENSMUSG00000074502	Ubtfl1	9
ENSMUSG00000022066	Entpd4b	14
ENSMUSG00000049741	Rxfp4	3
ENSMUSG00000029683	Lmod2	6
ENSMUSG00000032702	Kank1	19
ENSMUSG00000001507	Itga3	11
ENSMUSG00000031099	Smarca1	X
ENSMUSG00000034957	Cebpa	7
